Title,Venue,Room,Date,Start Time,End Date,End Time,Priority/Premium,Audience Type,Extended Q&A,Countries,Languages,Programme or Series,Directors,Region Availability
Hawa,Scotiabank Theatre Toronto,Scotiabank 9,Sat Sep 17,09:05,Sat Sep 17,11:19,No,General Public,No,France,"French, Bambara",Platform,Maïmouna Doucouré,
High School,TIFF Bell Lightbox,TIFF Bell Lightbox 2,Sat Sep 10,14:00,Sat Sep 10,15:55,No,General Public,No,"United States of America,Canada",English,Primetime,Clea DuVall,
High School,Scotiabank Theatre Toronto,Scotiabank 5,Sun Sep 11,12:10,Sun Sep 11,13:25,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,"United States of America,Canada",English,Primetime,Clea DuVall,
Holy Spider,Scotiabank Theatre Toronto,Scotiabank 12,Thu Sep 08,12:05,Thu Sep 08,14:01,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,"Denmark,Germany,Sweden,France",Persian,Special Presentations,Ali Abbasi,
Holy Spider,TIFF Bell Lightbox,TIFF Bell Lightbox 1,Tue Sep 13,21:45,Wed Sep 14,00:11,No,General Public,No,"Denmark,Germany,Sweden,France",Persian,Special Presentations,Ali Abbasi,
Holy Spider,TIFF Bell Lightbox,TIFF Bell Lightbox 1,Wed Sep 14,15:00,Wed Sep 14,17:26,No,General Public,No,"Denmark,Germany,Sweden,France",Persian,Special Presentations,Ali Abbasi,
Horse Opera preceded by EVENTIDE,Scotiabank Theatre Toronto,Scotiabank 5,Fri Sep 09,09:10,Fri Sep 09,10:57,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,,,Wavelengths,,
Horse Opera preceded by EVENTIDE,TIFF Bell Lightbox,TIFF Bell Lightbox 4,Fri Sep 09,21:15,Fri Sep 09,23:32,No,General Public,No,,,Wavelengths,,
Horse Opera preceded by EVENTIDE,TIFF Bell Lightbox,TIFF Bell Lightbox 5,Sat Sep 17,18:00,Sat Sep 17,20:17,No,General Public,No,,,Wavelengths,,
How to Blow Up a Pipeline,TIFF Bell Lightbox,TIFF Bell Lightbox 1,Sat Sep 10,21:00,Sat Sep 10,23:09,No,General Public,No,United States of America,English,Platform,Daniel Goldhaber,
How to Blow Up a Pipeline,Scotiabank Theatre Toronto,Scotiabank 13,Sun Sep 11,09:15,Sun Sep 11,10:54,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,United States of America,English,Platform,Daniel Goldhaber,
How to Blow Up a Pipeline,Scotiabank Theatre Toronto,Scotiabank 10,Sun Sep 11,15:15,Sun Sep 11,17:24,No,General Public,No,United States of America,English,Platform,Daniel Goldhaber,
How to Blow Up a Pipeline,Scotiabank Theatre Toronto,Scotiabank 2,Fri Sep 16,08:30,Fri Sep 16,10:09,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,United States of America,English,Platform,Daniel Goldhaber,
How to Blow Up a Pipeline,Scotiabank Theatre Toronto,Scotiabank 3,Sun Sep 18,17:45,Sun Sep 18,19:54,No,General Public,No,United States of America,English,Platform,Daniel Goldhaber,
Hunt,TIFF Bell Lightbox,TIFF Bell Lightbox 4,Thu Sep 08,13:00,Thu Sep 08,15:05,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,South Korea,Korean,Gala Presentations,Lee Jung-jae,
Hunt,Roy Thomson Hall,Roy Thomson Hall,Thu Sep 15,21:00,Thu Sep 15,23:35,Yes,General Public,No,South Korea,Korean,Gala Presentations,Lee Jung-jae,
Hunt,Scotiabank Theatre Toronto,Scotiabank 1,Fri Sep 16,13:00,Fri Sep 16,15:35,No,General Public,No,South Korea,Korean,Gala Presentations,Lee Jung-jae,
Hunt,Scotiabank Theatre Toronto,Scotiabank 2,Sun Sep 18,19:30,Sun Sep 18,22:05,No,General Public,No,South Korea,Korean,Gala Presentations,Lee Jung-jae,
I Like Movies,Scotiabank Theatre Toronto,Scotiabank 13,Fri Sep 09,18:15,Fri Sep 09,20:24,No,General Public,No,Canada,English,Discovery,Chandler Levack,
I Like Movies,Scotiabank Theatre Toronto,Scotiabank 5,Sat Sep 10,15:40,Sat Sep 10,17:19,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,Canada,English,Discovery,Chandler Levack,
I Like Movies,TIFF Bell Lightbox,TIFF Bell Lightbox 3,Wed Sep 14,18:30,Wed Sep 14,20:39,No,General Public,No,Canada,English,Discovery,Chandler Levack,
I Like Movies,TIFF Bell Lightbox,TIFF Bell Lightbox 2,Fri Sep 16,21:45,Fri Sep 16,23:54,No,General Public,No,Canada,English,Discovery,Chandler Levack,
In Conversation With... Damien Chazelle,TIFF Bell Lightbox,TIFF Bell Lightbox 1,Mon Sep 12,12:30,Mon Sep 12,14:00,Yes,"Buyers Pass,Pro Pass,Digital Talks Pass,Guest,Press Passes,General Public",No,,,In Conversation With...,undefined,
In Conversation With... Lee Jung-jae & Jung Woo-sung,TIFF Bell Lightbox,TIFF Bell Lightbox 1,Fri Sep 16,15:00,Fri Sep 16,16:30,No,"Buyers Pass,Pro Pass,Digital Talks Pass,Guest,Press Passes,General Public",No,,,In Conversation With...,undefined,
In Conversation With... Viola Davis & Gina Prince-Bythewood,TIFF Bell Lightbox,TIFF Bell Lightbox 1,Sat Sep 10,12:00,Sat Sep 10,13:30,Yes,"Buyers Pass,Pro Pass,Digital Talks Pass,Guest,Press Passes,General Public",No,,,In Conversation With...,undefined,
In Her Hands,TIFF Bell Lightbox,TIFF Bell Lightbox 1,Fri Sep 09,15:15,Fri Sep 09,17:28,No,General Public,No,"United States of America,Afghanistan","English, Dari, Pashto",TIFF Docs,"Tamana Ayazi, Marcel Mettelsiefen",
In Her Hands,TIFF Bell Lightbox,TIFF Bell Lightbox 4,Sat Sep 10,09:15,Sat Sep 10,10:48,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,"United States of America,Afghanistan","English, Dari, Pashto",TIFF Docs,"Tamana Ayazi, Marcel Mettelsiefen",
In Her Hands,TIFF Bell Lightbox,TIFF Bell Lightbox 3,Sun Sep 11,08:45,Sun Sep 11,10:48,No,General Public,No,"United States of America,Afghanistan","English, Dari, Pashto",TIFF Docs,"Tamana Ayazi, Marcel Mettelsiefen",
In Her Hands,Scotiabank Theatre Toronto,Scotiabank 9,Thu Sep 15,18:45,Thu Sep 15,20:48,No,General Public,No,"United States of America,Afghanistan","English, Dari, Pashto",TIFF Docs,"Tamana Ayazi, Marcel Mettelsiefen",
Jason Reitman's Live Read,Visa Screening Room at the Princess of Wales Theatre,VISA Screening Room at the Princess of Wales Theatre,Fri Sep 09,15:00,Fri Sep 09,17:00,Yes,General Public,No,,,Special Presentations,,
Joyland,Scotiabank Theatre Toronto,Scotiabank 1,Thu Sep 08,13:00,Thu Sep 08,15:07,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,Pakistan,"Urdu, Punjabi",Special Presentations,Saim Sadiq,
Joyland,Royal Alexandra Theatre,Royal Alexandra Theatre,Mon Sep 12,20:30,Mon Sep 12,23:07,No,General Public,No,Pakistan,"Urdu, Punjabi",Special Presentations,Saim Sadiq,
Joyland,Scotiabank Theatre Toronto,Scotiabank 4,Tue Sep 13,12:30,Tue Sep 13,15:07,No,General Public,No,Pakistan,"Urdu, Punjabi",Special Presentations,Saim Sadiq,
Joyland,Scotiabank Theatre Toronto,Scotiabank 3,Sat Sep 17,15:50,Sat Sep 17,18:27,No,General Public,No,Pakistan,"Urdu, Punjabi",Special Presentations,Saim Sadiq,
Joyland,Scotiabank Theatre Toronto,Scotiabank 4,Sun Sep 18,16:30,Sun Sep 18,19:07,No,General Public,No,Pakistan,"Urdu, Punjabi",Special Presentations,Saim Sadiq,
Joyland,digital TIFF Bell Lightbox,digital TIFF Bell Lightbox,Fri Sep 16,10:00,Fri Sep 16,12:07,No,General Public,No,Pakistan,"Urdu, Punjabi",Special Presentations,Saim Sadiq,Canada
Kacchey Limbu,Roy Thomson Hall,Roy Thomson Hall,Sun Sep 11,15:00,Sun Sep 11,17:19,No,General Public,No,India,Hindi,Gala Presentations,Shubham Yogi,
Kacchey Limbu,Scotiabank Theatre Toronto,Scotiabank 5,Sun Sep 11,18:40,Sun Sep 11,20:29,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,India,Hindi,Gala Presentations,Shubham Yogi,
Kacchey Limbu,Scotiabank Theatre Toronto,Scotiabank 8,Tue Sep 13,18:05,Tue Sep 13,20:24,No,General Public,No,India,Hindi,Gala Presentations,Shubham Yogi,
Kacchey Limbu,Scotiabank Theatre Toronto,Scotiabank 7,Wed Sep 14,13:40,Wed Sep 14,15:29,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,India,Hindi,Gala Presentations,Shubham Yogi,
Kacchey Limbu,Scotiabank Theatre Toronto,Scotiabank 13,Sat Sep 17,15:15,Sat Sep 17,17:34,No,General Public,No,India,Hindi,Gala Presentations,Shubham Yogi,
LIDO TV,Scotiabank Theatre Toronto,Scotiabank 3,Sun Sep 11,17:15,Sun Sep 11,18:53,No,General Public,No,"Canada,Colombia","English, Spanish",Primetime,"Maya Annik Bedward, Alicia K. Harris",
LIDO TV,Scotiabank Theatre Toronto,Scotiabank 10,Mon Sep 12,09:15,Mon Sep 12,10:13,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,"Canada,Colombia","English, Spanish",Primetime,"Maya Annik Bedward, Alicia K. Harris",
La Jauría,Scotiabank Theatre Toronto,Scotiabank 7,Thu Sep 08,13:40,Thu Sep 08,15:06,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,"Colombia,France",Spanish,Contemporary World Cinema,Andrés Ramírez Pulido,
La Jauría,Scotiabank Theatre Toronto,Scotiabank 4,Thu Sep 08,21:30,Thu Sep 08,23:26,No,General Public,No,"Colombia,France",Spanish,Contemporary World Cinema,Andrés Ramírez Pulido,
La Jauría,Scotiabank Theatre Toronto,Scotiabank 7,Sat Sep 10,21:40,Sat Sep 10,23:36,No,General Public,No,"Colombia,France",Spanish,Contemporary World Cinema,Andrés Ramírez Pulido,
Leonor Will Never Die,Scotiabank Theatre Toronto,Scotiabank 10,Thu Sep 08,21:15,Thu Sep 08,22:54,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,Philippines,"Filipino, English",Midnight Madness,Martika Ramirez Escobar,
Leonor Will Never Die,Royal Alexandra Theatre,Royal Alexandra Theatre,Sat Sep 17,23:59,Sun Sep 18,02:08,No,General Public,No,Philippines,"Filipino, English",Midnight Madness,Martika Ramirez Escobar,
Leonor Will Never Die,Scotiabank Theatre Toronto,Scotiabank 3,Sun Sep 18,14:45,Sun Sep 18,16:54,No,General Public,No,Philippines,"Filipino, English",Midnight Madness,Martika Ramirez Escobar,
Life,Scotiabank Theatre Toronto,Scotiabank 5,Sat Sep 10,08:35,Sat Sep 10,11:27,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,Kazakhstan,"Kazakh, Russian",Contemporary World Cinema,Emir Baigazin,
Life,TIFF Bell Lightbox,TIFF Bell Lightbox 4,Sun Sep 11,14:30,Sun Sep 11,17:52,No,General Public,No,Kazakhstan,"Kazakh, Russian",Contemporary World Cinema,Emir Baigazin,
Life,Scotiabank Theatre Toronto,Scotiabank 10,Mon Sep 12,16:00,Mon Sep 12,19:22,No,General Public,No,Kazakhstan,"Kazakh, Russian",Contemporary World Cinema,Emir Baigazin,
Life,Scotiabank Theatre Toronto,Scotiabank 5,Thu Sep 15,12:10,Thu Sep 15,15:02,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,Kazakhstan,"Kazakh, Russian",Contemporary World Cinema,Emir Baigazin,
Living,TIFF Bell Lightbox,TIFF Bell Lightbox 4,Thu Sep 08,19:00,Thu Sep 08,20:42,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,United Kingdom,English,Contemporary World Cinema,Oliver Hermanus,
Living,TIFF Bell Lightbox,TIFF Bell Lightbox 2,Sun Sep 11,15:45,Sun Sep 11,17:57,No,General Public,No,United Kingdom,English,Contemporary World Cinema,Oliver Hermanus,
Living,Scotiabank Theatre Toronto,Scotiabank 2,Mon Sep 12,19:30,Mon Sep 12,21:42,No,General Public,No,United Kingdom,English,Contemporary World Cinema,Oliver Hermanus,
Living,TIFF Bell Lightbox,TIFF Bell Lightbox 2,Fri Sep 16,12:15,Fri Sep 16,14:27,No,General Public,No,United Kingdom,English,Contemporary World Cinema,Oliver Hermanus,
Louis Armstrong's Black & Blues,TIFF Bell Lightbox,TIFF Bell Lightbox 2,Thu Sep 08,18:00,Thu Sep 08,20:14,No,General Public,No,United States of America,English,TIFF Docs,Sacha Jenkins,
Louis Armstrong's Black & Blues,Scotiabank Theatre Toronto,Scotiabank 9,Fri Sep 09,12:45,Fri Sep 09,14:29,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,United States of America,English,TIFF Docs,Sacha Jenkins,
Louis Armstrong's Black & Blues,Scotiabank Theatre Toronto,Scotiabank 3,Sat Sep 10,14:45,Sat Sep 10,16:59,No,General Public,No,United States of America,English,TIFF Docs,Sacha Jenkins,
Louis Armstrong's Black & Blues,Scotiabank Theatre Toronto,Scotiabank 3,Sun Sep 18,11:45,Sun Sep 18,13:59,No,General Public,No,United States of America,English,TIFF Docs,Sacha Jenkins,
Love Life,Scotiabank Theatre Toronto,Scotiabank 6,Mon Sep 12,11:10,Mon Sep 12,13:13,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,"Japan,France","Japanese, Korean",Contemporary World Cinema,Kôji Fukada,
Love Life,Scotiabank Theatre Toronto,Scotiabank 13,Mon Sep 12,15:00,Mon Sep 12,17:33,No,General Public,No,"Japan,France","Japanese, Korean",Contemporary World Cinema,Kôji Fukada,
Love Life,Scotiabank Theatre Toronto,Scotiabank 11,Tue Sep 13,15:35,Tue Sep 13,18:08,No,General Public,No,"Japan,France","Japanese, Korean",Contemporary World Cinema,Kôji Fukada,
Love and Mathematics,Scotiabank Theatre Toronto,Scotiabank 3,Sat Sep 10,20:45,Sat Sep 10,22:40,No,General Public,No,Mexico,Spanish,Contemporary World Cinema,Claudia Sainte-Luce,
Love and Mathematics,Scotiabank Theatre Toronto,Scotiabank 5,Sun Sep 11,21:40,Sun Sep 11,23:05,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,Mexico,Spanish,Contemporary World Cinema,Claudia Sainte-Luce,
Love and Mathematics,Scotiabank Theatre Toronto,Scotiabank 7,Mon Sep 12,15:35,Mon Sep 12,17:30,No,General Public,No,Mexico,Spanish,Contemporary World Cinema,Claudia Sainte-Luce,
Love and Mathematics,Scotiabank Theatre Toronto,Scotiabank 5,Thu Sep 15,17:00,Thu Sep 15,18:25,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,Mexico,Spanish,Contemporary World Cinema,Claudia Sainte-Luce,
"Luxembourg, Luxembourg",Scotiabank Theatre Toronto,Scotiabank 10,Fri Sep 09,21:15,Fri Sep 09,23:31,No,General Public,No,Ukraine,"German, Ukrainian",Contemporary World Cinema,Antonio Lukich,
"Luxembourg, Luxembourg",Scotiabank Theatre Toronto,Scotiabank 11,Mon Sep 12,08:35,Mon Sep 12,10:21,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,Ukraine,"German, Ukrainian",Contemporary World Cinema,Antonio Lukich,
"Luxembourg, Luxembourg",Scotiabank Theatre Toronto,Scotiabank 14,Tue Sep 13,14:30,Tue Sep 13,16:46,No,General Public,No,Ukraine,"German, Ukrainian",Contemporary World Cinema,Antonio Lukich,
"Luxembourg, Luxembourg",Scotiabank Theatre Toronto,Scotiabank 10,Fri Sep 16,21:15,Fri Sep 16,23:31,No,General Public,No,Ukraine,"German, Ukrainian",Contemporary World Cinema,Antonio Lukich,
"Luxembourg, Luxembourg",digital TIFF Bell Lightbox,digital TIFF Bell Lightbox,Fri Sep 16,10:00,Fri Sep 16,11:46,No,General Public,No,Ukraine,"German, Ukrainian",Contemporary World Cinema,Antonio Lukich,Canada
MICROSESSION,Canadian Broadcasting Centre,CBC Conference Centre B,Sun Sep 11,13:00,Sun Sep 11,14:00,No,"Buyers Pass,Pro Pass,Digital Talks Pass,Guest",No,,,Industry Conference,undefined,
MICROSESSION  The Green Lens: The Role of Agencies and Funders in Creating a More Eco-Responsible Industry,Canadian Broadcasting Centre,CBC Conference Centre B,Tue Sep 13,14:15,Tue Sep 13,15:15,No,"Buyers Pass,Pro Pass,Digital Talks Pass,Guest",No,,,Industry Conference,,
MICROSESSION All Welcome: Increasing The Accessibility of Events In The Film Industry,Canadian Broadcasting Centre,CBC Conference Centre B,Fri Sep 09,12:30,Fri Sep 09,13:30,No,"Buyers Pass,Pro Pass,Digital Talks Pass,Guest",No,,,Industry Conference,,
MICROSESSION Being Seen: Directives for Creating Authentic and Inclusive Content for Feature Film,Canadian Broadcasting Centre,CBC Conference Centre B,Sun Sep 11,11:30,Sun Sep 11,12:30,No,"Buyers Pass,Pro Pass,Digital Talks Pass,Guest",No,,,Industry Conference,,
MICROSESSION Let's talk Future of Cinema Technology,Canadian Broadcasting Centre,CBC Conference Centre B,Fri Sep 09,15:00,Fri Sep 09,16:00,No,"Buyers Pass,Pro Pass,Digital Talks Pass,Guest",No,,,Industry Conference,,
MICROSESSION Powering Entertainment with TikTok,Canadian Broadcasting Centre,CBC Conference Centre B,Sat Sep 10,12:30,Sat Sep 10,13:30,No,"Buyers Pass,Pro Pass,Digital Talks Pass,Guest",No,,,Industry Conference,,
MICROSESSION Spotlight on Clement Virgo’s BROTHER: From the Page to the Screen,Canadian Broadcasting Centre,CBC Conference Centre B,Sun Sep 11,15:00,Sun Sep 11,16:00,No,"Buyers Pass,Pro Pass,Digital Talks Pass,Guest",No,,,Industry Conference,undefined,
MICROSESSION Underrepresented to Unstoppable: More Voices Need More Opportunities in Film,Canadian Broadcasting Centre,CBC Conference Centre B,Sat Sep 10,10:00,Sat Sep 10,11:00,No,"Buyers Pass,Pro Pass,Digital Talks Pass,Guest",No,,,Industry Conference,,
Manticore,Scotiabank Theatre Toronto,Scotiabank 8,Mon Sep 12,21:05,Mon Sep 12,23:00,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,Spain,Spanish,Contemporary World Cinema,Carlos Vermut,
Manticore,Scotiabank Theatre Toronto,Scotiabank 10,Tue Sep 13,17:50,Tue Sep 13,20:15,No,General Public,No,Spain,Spanish,Contemporary World Cinema,Carlos Vermut,
Manticore,Scotiabank Theatre Toronto,Scotiabank 9,Wed Sep 14,21:45,Thu Sep 15,00:10,No,General Public,No,Spain,Spanish,Contemporary World Cinema,Carlos Vermut,
Mariupolis 2,Scotiabank Theatre Toronto,Scotiabank 11,Thu Sep 08,15:35,Thu Sep 08,17:27,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,"Lithuania,France,Germany",Russian,TIFF Docs,Mantas Kvedaravičius,
Mariupolis 2,Scotiabank Theatre Toronto,Scotiabank 14,Fri Sep 09,12:45,Fri Sep 09,15:07,No,General Public,No,"Lithuania,France,Germany",Russian,TIFF Docs,Mantas Kvedaravičius,
Mariupolis 2,Scotiabank Theatre Toronto,Scotiabank 7,Mon Sep 12,21:40,Tue Sep 13,00:02,No,General Public,No,"Lithuania,France,Germany",Russian,TIFF Docs,Mantas Kvedaravičius,
Mariupolis 2,TIFF Bell Lightbox,TIFF Bell Lightbox 4,Sat Sep 17,22:00,Sun Sep 18,00:22,No,General Public,No,"Lithuania,France,Germany",Russian,TIFF Docs,Mantas Kvedaravičius,
Maya and the Wave,Scotiabank Theatre Toronto,Scotiabank 4,Fri Sep 09,18:30,Fri Sep 09,20:35,No,General Public,No,United States of America,"English, Portuguese",TIFF Docs,Stephanie Johnes,
Maya and the Wave,Scotiabank Theatre Toronto,Scotiabank 6,Sat Sep 10,08:50,Sat Sep 10,10:25,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,United States of America,"English, Portuguese",TIFF Docs,Stephanie Johnes,
Maya and the Wave,Scotiabank Theatre Toronto,Scotiabank 12,Sat Sep 10,16:30,Sat Sep 10,18:35,No,General Public,No,United States of America,"English, Portuguese",TIFF Docs,Stephanie Johnes,
Maya and the Wave,Scotiabank Theatre Toronto,Scotiabank 12,Wed Sep 14,08:55,Wed Sep 14,10:30,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,United States of America,"English, Portuguese",TIFF Docs,Stephanie Johnes,
Maya and the Wave,Scotiabank Theatre Toronto,Scotiabank 14,Fri Sep 16,14:30,Fri Sep 16,16:35,No,General Public,No,United States of America,"English, Portuguese",TIFF Docs,Stephanie Johnes,
"Miúcha, The Voice of Bossa Nova",Scotiabank Theatre Toronto,Scotiabank 10,Sat Sep 10,09:15,Sat Sep 10,10:53,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,"Brazil,France","Portuguese, English, French",TIFF Docs,"Daniel Zarvos, Liliane Mutti",
"Miúcha, The Voice of Bossa Nova",Scotiabank Theatre Toronto,Scotiabank 3,Tue Sep 13,17:45,Tue Sep 13,19:53,No,General Public,No,"Brazil,France","Portuguese, English, French",TIFF Docs,"Daniel Zarvos, Liliane Mutti",
"Miúcha, The Voice of Bossa Nova",Scotiabank Theatre Toronto,Scotiabank 7,Wed Sep 14,17:40,Wed Sep 14,19:48,No,General Public,No,"Brazil,France","Portuguese, English, French",TIFF Docs,"Daniel Zarvos, Liliane Mutti",
Moonage Daydream,Scotiabank Theatre Toronto,Scotiabank 14,Thu Sep 08,10:00,Thu Sep 08,12:20,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,United States of America,English,Special Presentations,Brett Morgen,
Moonage Daydream,Cinesphere IMAX Theatre,Ontario Place Cinesphere,Mon Sep 12,21:30,Tue Sep 13,00:20,No,General Public,No,United States of America,English,Special Presentations,Brett Morgen,
Moonage Daydream,Scotiabank Theatre Toronto,Scotiabank 12,Wed Sep 14,16:00,Wed Sep 14,18:50,No,General Public,No,United States of America,English,Special Presentations,Brett Morgen,
Moving On,Scotiabank Theatre Toronto,Scotiabank 4,Fri Sep 09,09:30,Fri Sep 09,10:55,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,United States of America,English,Gala Presentations,Paul Weitz,
Moving On,Roy Thomson Hall,Roy Thomson Hall,Tue Sep 13,21:30,Tue Sep 13,23:25,Yes,General Public,No,United States of America,English,Gala Presentations,Paul Weitz,
Moving On,Scotiabank Theatre Toronto,Scotiabank 5,Wed Sep 14,09:10,Wed Sep 14,10:35,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,United States of America,English,Gala Presentations,Paul Weitz,
Moving On,TIFF Bell Lightbox,TIFF Bell Lightbox 1,Wed Sep 14,12:00,Wed Sep 14,13:55,No,General Public,No,United States of America,English,Gala Presentations,Paul Weitz,
Muru,Scotiabank Theatre Toronto,Scotiabank 14,Sat Sep 10,18:45,Sat Sep 10,20:59,No,General Public,No,New Zealand,"Māori, English",Contemporary World Cinema,Tearepa Kahi,
Muru,Scotiabank Theatre Toronto,Scotiabank 6,Sun Sep 11,17:10,Sun Sep 11,18:54,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,New Zealand,"Māori, English",Contemporary World Cinema,Tearepa Kahi,
Muru,Scotiabank Theatre Toronto,Scotiabank 9,Mon Sep 12,21:45,Mon Sep 12,23:59,No,General Public,No,New Zealand,"Māori, English",Contemporary World Cinema,Tearepa Kahi,
Muru,Scotiabank Theatre Toronto,Scotiabank 10,Sat Sep 17,18:15,Sat Sep 17,20:29,No,General Public,No,New Zealand,"Māori, English",Contemporary World Cinema,Tearepa Kahi,
My Imaginary Country,Scotiabank Theatre Toronto,Scotiabank 9,Mon Sep 12,09:45,Mon Sep 12,11:08,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,"Chile,France",Spanish,TIFF Docs,Patricio Guzmán,
My Imaginary Country,Scotiabank Theatre Toronto,Scotiabank 14,Tue Sep 13,21:30,Tue Sep 13,23:23,No,General Public,No,"Chile,France",Spanish,TIFF Docs,Patricio Guzmán,
My Imaginary Country,TIFF Bell Lightbox,TIFF Bell Lightbox 4,Thu Sep 15,13:00,Thu Sep 15,14:23,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,"Chile,France",Spanish,TIFF Docs,Patricio Guzmán,
My Imaginary Country,Scotiabank Theatre Toronto,Scotiabank 10,Thu Sep 15,21:15,Thu Sep 15,23:08,No,General Public,No,"Chile,France",Spanish,TIFF Docs,Patricio Guzmán,
My Imaginary Country,TIFF Bell Lightbox,TIFF Bell Lightbox 4,Fri Sep 16,22:00,Fri Sep 16,23:53,No,General Public,No,"Chile,France",Spanish,TIFF Docs,Patricio Guzmán,
My Policeman,TIFF Bell Lightbox,TIFF Bell Lightbox 2,Sun Sep 11,12:00,Sun Sep 11,14:43,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,"United Kingdom,United States of America",English,Special Presentations,Michael Grandage,
My Policeman,TIFF Bell Lightbox,TIFF Bell Lightbox 1,Sun Sep 11,12:05,Sun Sep 11,13:58,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,"United Kingdom,United States of America",English,Special Presentations,Michael Grandage,
My Policeman,Visa Screening Room at the Princess of Wales Theatre,VISA Screening Room at the Princess of Wales Theatre,Sun Sep 11,18:30,Sun Sep 11,20:53,Yes,General Public,No,"United Kingdom,United States of America",English,Special Presentations,Michael Grandage,
My Policeman,Scotiabank Theatre Toronto,Scotiabank 1,Mon Sep 12,12:00,Mon Sep 12,14:23,No,General Public,No,"United Kingdom,United States of America",English,Special Presentations,Michael Grandage,
My Policeman,Visa Screening Room at the Princess of Wales Theatre,VISA Screening Room at the Princess of Wales Theatre,Fri Sep 16,14:00,Fri Sep 16,16:23,No,General Public,No,"United Kingdom,United States of America",English,Special Presentations,Michael Grandage,
My Policeman,Royal Alexandra Theatre,Royal Alexandra Theatre,Sat Sep 17,13:30,Sat Sep 17,15:53,No,General Public,No,"United Kingdom,United States of America",English,Special Presentations,Michael Grandage,
"My Sailor, My Love",Scotiabank Theatre Toronto,Scotiabank 3,Fri Sep 09,17:45,Fri Sep 09,19:58,No,General Public,No,"Finland,Ireland",English,Contemporary World Cinema,Klaus Härö,
"My Sailor, My Love",Scotiabank Theatre Toronto,Scotiabank 7,Sat Sep 10,12:30,Sat Sep 10,14:13,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,"Finland,Ireland",English,Contemporary World Cinema,Klaus Härö,
"My Sailor, My Love",Scotiabank Theatre Toronto,Scotiabank 10,Tue Sep 13,14:45,Tue Sep 13,16:58,No,General Public,No,"Finland,Ireland",English,Contemporary World Cinema,Klaus Härö,
"My Sailor, My Love",Scotiabank Theatre Toronto,Scotiabank 5,Fri Sep 16,12:10,Fri Sep 16,13:53,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,"Finland,Ireland",English,Contemporary World Cinema,Klaus Härö,
"My Sailor, My Love",Scotiabank Theatre Toronto,Scotiabank 7,Fri Sep 16,21:40,Fri Sep 16,23:53,No,General Public,No,"Finland,Ireland",English,Contemporary World Cinema,Klaus Härö,
Mystery Road: Origin,Scotiabank Theatre Toronto,Scotiabank 6,Tue Sep 13,08:35,Tue Sep 13,10:25,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,Australia,English,Primetime,Dylan River,
Mystery Road: Origin,Scotiabank Theatre Toronto,Scotiabank 9,Tue Sep 13,21:45,Wed Sep 14,00:15,No,General Public,No,Australia,English,Primetime,Dylan River,
Nanny,Scotiabank Theatre Toronto,Scotiabank 10,Thu Sep 08,18:15,Thu Sep 08,19:53,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,United States of America,English,Special Presentations,Nikyatu Jusu,
Nanny,TIFF Bell Lightbox,TIFF Bell Lightbox 1,Mon Sep 12,21:00,Mon Sep 12,23:08,No,General Public,No,United States of America,English,Special Presentations,Nikyatu Jusu,
